Lufthygienisches ‹berwachungssystem Niedersachsen;
Ostfriesische Inseln;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Schwefeldioxid;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;UV-Index;;
15.01.2019;14:00;30,768; ;;*;;*;;*;;*;7,06;;1009,5;;247,4;;8,71;;94,8;;0;;55,8;;0,2;;
15.01.2019;15:00;31,217; ;;*;;*;;*;;*;7,00;;1009,3;;249,0;;7,79;;95,7;;0;;23,3;;0,1;;
15.01.2019;16:00;31,609; ;;*;;*;;*;;*;;*;;*;;*;;*;;*;0;;;*;;*;
15.01.2019;17:00;31,604; ;6,442;;6,520;;59,909;;-0,1524;E;6,85;;1009,1;;252,4;;7,15;;99,4;;0;;3,4;;0,0;;
15.01.2019;18:00;31,541; ;10,152;;10,258;;54,786;;-0,5649;E;6,86;;1009,0;;253,7;;6,32;;99,2;;0;;0,3;;0,0;;
15.01.2019;19:00;31,376; ;10,257;;10,378;;53,732;;-0,5940;E;6,94;;1008,7;;249,8;;7,33;;98,9;;0;;0,0;;0,0;;
15.01.2019;20:00;31,343; ;11,287;;11,420;;51,555;;-0,5528;E;7,08;;1008,8;;250,2;;7,06;;97,9;;0;;0,0;;0,0;;
15.01.2019;21:00;31,079; ;11,691;;11,850;;50,347;;-0,3720;E;7,24;;1008,9;;247,2;;7,49;;96,3;;0;;0,0;;0,0;;
15.01.2019;22:00;30,696; ;14,852;;15,036;;46,216;;-0,0726;E;7,22;;1008,8;;243,3;;6,83;;95,3;;0;;0,0;;0,0;;
15.01.2019;23:00;29,973; ;;*;;*;51,327;;-0,2934;E;7,15;;1008,8;;240,1;;7,10;;94,7;;0;;0,0;;0,0;;
16.01.2019;00:00;28,872; ;7,752;;7,856;;53,729;;-0,5477;E;6,80;;1008,5;;236,8;;6,12;;95,0;;0;;0,0;;0,0;;
16.01.2019;01:00;28,297; ;7,950;;8,033;;51,010;;-0,3269;E;6,68;;1008,2;;232,4;;6,48;;96,1;;0;;0,0;;0,0;;
16.01.2019;02:00;28,045; ;6,516;;6,582;;50,273;;-0,3512;E;6,55;;1007,8;;231,4;;6,15;;97,1;;0;;0,0;;0,0;;
16.01.2019;03:00;27,894; ;7,856;;7,963;;47,971;;-0,3086;E;6,60;;1007,5;;230,8;;6,19;;97,3;;0;;0,0;;0,0;;
16.01.2019;04:00;27,606; ;7,991;;8,121;;47,000;;-0,5764;E;6,78;;1007,1;;232,7;;5,91;;97,1;;0;;0,0;;0,0;;
16.01.2019;05:00;27,268; ;8,366;;8,494;;46,908;;-0,2550;E;6,89;;1006,3;;231,9;;6,14;;97,1;;0;;0,0;;0,0;;
16.01.2019;06:00;26,724; ;9,956;;10,149;;45,555;;-0,5961;E;6,84;;1005,8;;230,2;;6,03;;97,2;;0;;0,0;;0,0;;
16.01.2019;07:00;25,928; ;9,999;;10,226;;48,362;;-0,6772;E;6,83;;1005,2;;229,6;;6,27;;96,8;;0;;0,0;;0,0;;
16.01.2019;08:00;24,278; ;5,979;;6,087;;56,570;;-0,0999;E;6,74;;1004,7;;225,3;;6,22;;96,1;;0;;0,0;;0,0;;
16.01.2019;09:00;23,161; ;4,670;;4,770;;62,407;;-0,3121;E;6,74;;1004,3;;222,1;;6,71;;94,9;;0;;0,8;;0,0;;
16.01.2019;10:00;21,463; ;;*;;*;;*;;*;6,60;;1004,2;;220,6;;7,30;;96,1;;0;;10,0;;0,0;;
16.01.2019;11:00;20,523; ;7,190;;7,439;;59,231;;-0,1989;E;6,56;;1003,7;;220,4;;7,54;;100,0;;0;;24,1;;0,1;;
16.01.2019;12:00;19,357; ;6,895;;7,380;;55,695;;0,1967;E;6,74;;1003,0;;220,7;;8,67;;100,0;;0;;65,1;;0,2;;
16.01.2019;13:00;18,353; ;8,845;;9,758;;51,972;;-0,2233;E;6,78;;1002,1;;220,6;;9,64;;100,0;;3;;89,1;;0,3;;
16.01.2019;14:00;17,315; ;11,796;;12,648;;48,469;;-0,3950;E;6,43;;1001,5;;220,9;;9,68;;99,9;;0;;39,2;;0,2;;
16.01.2019;15:00;17,067; ;13,383;;14,039;;47,813;;-0,2340;E;6,06;;1000,8;;220,4;;9,65;;100,0;;0;;25,9;;0,1;;
16.01.2019;16:00;16,932; ;13,845;;14,265;;48,871;;-0,1492;E;5,85;;1000,2;;219,7;;9,71;;99,7;;0;;12,7;;0,0;;
16.01.2019;17:00;16,565; ;14,500;;14,709;;47,088;;0,0995;E;5,67;;999,7;;217,9;;9,13;;99,9;;0;;1,4;;0,0;;
16.01.2019;18:00;16,306; ;15,409;;15,566;;44,945;;-0,4692;E;5,68;;998,9;;215,7;;9,12;;99,2;;11;;0,0;;0,0;;
16.01.2019;19:00;16,212; ;17,603;;17,795;;41,111;;0,0642;E;5,56;;998,0;;210,9;;9,11;;99,1;;0;;0,0;;0,0;;
16.01.2019;20:00;15,957; ;14,067;;14,210;;43,140;;0,3412;E;5,34;;997,2;;209,4;;9,31;;99,5;;0;;0,0;;0,0;;
16.01.2019;21:00;15,553; ;13,113;;13,269;;43,523;;0,1427;E;5,08;;996,5;;205,8;;10,18;;100,0;;19;;0,3;;0,0;;
16.01.2019;22:00;15,200; ;12,694;;12,875;;45,004;;-0,1650;E;5,07;;996,0;;209,7;;9,53;;99,5;;7;;0,3;;0,0;;
16.01.2019;23:00;14,764; ;10,016;;10,140;;52,834;;0,0633;E;5,07;;995,8;;227,9;;7,42;;100,0;;31;;0,2;;0,0;;
17.01.2019;00:00;14,220; ;1,900;E;1,920;E;83,725;;0,4101;E;4,79;;995,8;;253,3;;4,16;;99,5;;48;;0,0;;0,0;;
17.01.2019;01:00;13,736; ;2,623;;2,634;;80,246;;0,1985;E;4,69;;995,5;;237,3;;4,17;;98,4;;12;;0,0;;0,0;;
17.01.2019;02:00;13,122; ;1,623;E;1,624;E;80,317;;-0,0428;E;4,75;;995,4;;230,8;;5,96;;95,4;;0;;0,0;;0,0;;
17.01.2019;03:00;12,574; ;2,213;;2,206;;76,114;;0,1689;E;4,92;;995,4;;234,6;;6,25;;94,3;;0;;0,0;;0,0;;
17.01.2019;04:00;12,236; ;5,718;;5,756;;66,414;;0,4330;E;5,39;;995,5;;244,1;;5,30;;92,4;;0;;0,0;;0,0;;
17.01.2019;05:00;11,935; ;5,148;;5,201;;64,878;;0,4888;E;5,48;;995,3;;237,3;;6,21;;90,8;;12;;0,0;;0,0;;
17.01.2019;06:00;11,600; ;4,241;;4,324;;62,510;;0,1677;E;4,84;;994,9;;225,5;;7,37;;94,6;;0;;0,0;;0,0;;
17.01.2019;07:00;11,327; ;4,305;;4,400;;63,048;;0,0596;E;4,78;;994,7;;226,3;;8,03;;94,3;;21;;0,0;;0,0;;
17.01.2019;08:00;11,250; ;4,838;;4,921;;62,754;;0,3948;E;4,82;;994,6;;229,5;;7,28;;94,2;;3;;0,0;;0,0;;
17.01.2019;09:00;11,234; ;3,525;;3,566;;71,782;;0,0877;E;4,92;;994,8;;239,6;;7,26;;89,7;;0;;6,9;;0,0;;
17.01.2019;10:00;11,213; ;2,257;;2,306;;75,785;;0,3099;E;5,05;;995,1;;239,3;;6,32;;89,7;;23;;40,5;;0,1;;
17.01.2019;11:00;11,150; ;1,555;E;1,577;E;79,228;;0,2177;E;4,93;;995,8;;283,7;;4,24;;88,9;;7;;46,5;;0,2;;
17.01.2019;12:00;11,017; ;0,894;E;0,885;E;80,095;;-0,1319;E;4,77;;996,4;;306,5;;5,83;;86,5;;6;;58,8;;0,2;;
17.01.2019;13:00;10,964; ;0,791;E;0,809;E;82,220;;0,1336;E;4,66;;996,7;;303,0;;6,84;;82,6;;0;;114,1;;0,4;;
17.01.2019;14:00;10,869; ;1,696;E;1,833;E;81,648;;0,1652;E;4,34;;997,1;;294,7;;4,77;;82,3;;0;;162,7;;0,4;;
17.01.2019;15:00;10,741; ;0,996;E;1,030;E;81,915;;0,1630;E;3,86;;997,5;;299,7;;5,26;;87,4;;0;;133,6;;0,3;;
17.01.2019;16:00;10,539; ;1,647;E;1,711;E;81,932;;0,2566;E;3,66;;998,1;;307,2;;6,42;;85,0;;0;;40,1;;0,2;;
17.01.2019;17:00;10,281; ;2,424;;2,441;;83,005;;-0,1171;E;3,06;;999,2;;310,5;;6,49;;86,5;;0;;6,4;;0,0;;
17.01.2019;18:00;10,063; ;0,760;E;0,747;E;83,039;;0,1408;E;3,20;;1000,2;;313,0;;5,46;;86,3;;17;;0,0;;0,0;;
17.01.2019;19:00;9,774; ;0,837;E;0,802;E;82,775;;-0,2173;E;4,19;;1001,0;;316,4;;7,41;;73,3;;9;;0,0;;0,0;;
17.01.2019;20:00;9,511; ;1,299;E;1,266;E;80,316;;0,2726;E;4,67;;1002,2;;339,0;;9,29;;65,8;;0;;0,0;;0,0;;
17.01.2019;21:00;9,407; ;2,340;;2,344;;73,325;;-0,5007;E;3,40;;1004,1;;5,4;;6,74;;80,9;;13;;0,0;;0,0;;
17.01.2019;22:00;9,317; ;1,805;E;1,801;E;75,327;;-0,4183;E;2,61;;1006,3;;355,6;;6,83;;83,5;;9;;0,0;;0,0;;
17.01.2019;23:00;9,281; ;;*;;*;;*;;*;2,36;;1008,1;;1,9;;7,19;;82,2;;0;;0,0;;0,0;;
18.01.2019;00:00;9,536; ;1,526;E;1,505;E;78,734;;-0,3977;E;2,87;;1009,5;;353,6;;6,80;;67,2;;0;;0,0;;0,0;;
18.01.2019;01:00;9,971; ;1,280;E;1,234;E;77,917;;-0,6926;E;3,14;;1010,5;;2,1;;5,77;;73,8;;0;;0,0;;0,0;;
18.01.2019;02:00;10,551; ;1,351;E;1,335;E;76,650;;-0,1384;E;2,58;;1011,7;;4,6;;3,20;;83,7;;0;;0,0;;0,0;;
18.01.2019;03:00;11,330; ;3,215;;3,267;;72,162;;-0,7903;E;2,26;;1012,3;;331,6;;1,76;;83,6;;0;;0,0;;0,0;;
18.01.2019;04:00;11,764; ;0,785;E;0,792;E;78,231;;-0,9282;E;3,81;;1012,9;;312,0;;4,10;;65,7;;0;;0,0;;0,0;;
18.01.2019;05:00;12,176; ;1,932;E;1,915;E;76,127;;-1,4377;E;3,80;;1013,5;;286,9;;3,35;;70,7;;0;;0,0;;0,0;;
18.01.2019;06:00;12,985; ;2,356;;2,379;;75,406;;-0,8453;E;3,98;;1013,9;;291,6;;2,74;;71,9;;0;;0,0;;0,0;;
18.01.2019;07:00;13,942; ;1,443;E;1,470;E;75,069;;;*;3,56;;1014,2;;301,6;;2,50;;75,3;;6;;0,0;;0,0;;
18.01.2019;08:00;14,333; ;2,197;;2,212;;71,814;;-1,3426;E;2,55;;1014,8;;257,8;;2,23;;90,7;;13;;0,0;;0,0;;
18.01.2019;09:00;15,328; ;2,653;;2,698;;69,477;;-0,7685;E;3,11;;1015,3;;273,4;;2,44;;89,2;;0;;2,5;;0,0;;
18.01.2019;10:00;15,820; ;0,982;E;1,050;E;72,031;;-1,0942;E;4,02;;1015,9;;280,0;;3,05;;82,1;;0;;56,0;;0,1;;
18.01.2019;11:00;16,017; ;1,680;E;1,819;E;71,044;;-0,7485;E;4,62;;1016,6;;272,7;;3,33;;78,7;;0;;133,5;;0,3;;
18.01.2019;12:00;16,109; ;4,234;;4,887;;68,070;;-1,0303;E;3,58;;1017,0;;239,2;;3,36;;86,4;;0;;115,3;;0,4;;
18.01.2019;13:00;16,056; ;3,767;;4,752;;67,809;;-1,0502;E;4,20;;1017,2;;221,1;;4,39;;88,4;;0;;282,2;;0,5;;
18.01.2019;14:00;16,205; ;7,119;;8,363;;63,424;;-0,6154;E;4,34;;1017,3;;234,0;;4,58;;89,1;;11;;176,1;;0,5;;
18.01.2019;15:00;16,083; ;4,971;;5,829;;67,141;;-0,6837;E;3,62;;1017,5;;239,0;;2,91;;88,2;;0;;155,8;;0,3;;
18.01.2019;16:00;16,157; ;6,534;;7,187;;63,117;;-0,8442;E;4,61;;1017,5;;232,8;;2,86;;88,0;;0;;129,5;;0,2;;
18.01.2019;17:00;16,307; ;4,484;;4,644;;66,202;;-1,0033;E;3,56;;1017,7;;244,8;;3,23;;87,8;;0;;11,6;;0,0;;
18.01.2019;18:00;16,587; ;4,394;;4,435;;65,251;;-0,6120;E;2,78;;1017,8;;239,9;;2,86;;93,2;;0;;0,0;;0,0;;
18.01.2019;19:00;16,560; ;3,220;;3,273;;66,441;;-1,2058;E;2,51;;1017,8;;235,4;;2,73;;94,1;;0;;0,0;;0,0;;
18.01.2019;20:00;16,642; ;14,121;;14,263;;49,772;;-1,0951;E;2,83;;1018,0;;225,2;;3,39;;94,2;;0;;0,0;;0,0;;
18.01.2019;21:00;16,872; ;26,754;;27,037;;33,978;;-0,7402;E;2,71;;1018,3;;227,1;;3,96;;93,0;;0;;0,0;;0,0;;
18.01.2019;22:00;17,237; ;28,888;;29,214;;31,078;;-0,7288;E;2,50;;1018,5;;223,4;;3,58;;91,4;;0;;0,0;;0,0;;
18.01.2019;23:00;17,606; ;24,643;;24,926;;34,202;;-0,6804;E;2,25;;1018,6;;218,6;;3,92;;90,6;;0;;0,0;;0,0;;
19.01.2019;00:00;18,071; ;;*;;*;;*;;*;1,48;;1018,8;;207,7;;3,84;;93,1;;0;;0,0;;0,0;;
19.01.2019;01:00;18,333; ;25,361;;25,703;;30,678;;-0,3061;E;1,10;;1018,8;;203,8;;3,58;;92,6;;0;;0,0;;0,0;;
19.01.2019;02:00;18,217; ;18,097;;18,354;;40,385;;-0,7879;E;0,58;;1018,7;;202,7;;3,29;;90,6;;0;;0,0;;0,0;;
19.01.2019;03:00;17,806; ;15,876;;16,107;;41,056;;-0,0969;E;-0,17;;1018,6;;187,5;;3,11;;88,6;;0;;0,0;;0,0;;
19.01.2019;04:00;17,635; ;17,648;;17,957;;36,751;;-0,0061;E;-0,93;;1018,4;;185,4;;2,94;;89,4;;0;;0,0;;0,0;;
19.01.2019;05:00;18,011; ;23,625;;23,982;;27,798;;0,6433;E;-1,35;;1018,2;;176,0;;2,52;;92,0;;0;;0,0;;0,0;;
19.01.2019;06:00;18,546; ;45,603;;46,479;;7,955;;1,8397;E;-1,36;;1018,0;;170,2;;2,61;;95,2;;0;;0,0;;0,0;;
19.01.2019;07:00;18,850; ;47,193;;48,068;;5,747;;2,5648;;-1,24;;1017,6;;169,9;;3,22;;94,3;;0;;0,0;;0,0;;
19.01.2019;08:00;19,532; ;44,391;;47,066;;4,421;;1,9074;E;-1,77;;1017,7;;152,3;;2,18;;95,2;;0;;0,0;;0,0;;
19.01.2019;09:00;19,629; ;40,505;;44,954;;7,221;;1,9243;E;-1,95;;1017,9;;147,6;;2,35;;95,4;;0;;2,0;;0,0;;
19.01.2019;10:00;20,205; ;30,053;;37,463;;18,654;;2,4678;;-1,34;;1018,1;;158,7;;3,17;;92,2;;0;;58,1;;0,1;;
19.01.2019;11:00;20,800; ;24,879;;36,426;;24,576;;2,4669;;-0,42;;1018,3;;150,5;;2,16;;88,3;;0;;164,3;;0,3;;
19.01.2019;12:00;21,400; ;20,223;;30,587;;32,679;;2,0418;;0,95;;1018,3;;155,3;;2,62;;81,5;;0;;248,8;;0,5;;
19.01.2019;13:00;22,024; ;17,748;;26,529;;37,738;;2,4239;;1,84;;1017,8;;156,1;;3,13;;77,6;;0;;283,8;;0,5;;
19.01.2019;14:00;22,388; ;17,221;;24,616;;40,355;;2,2529;;2,47;;1017,3;;157,7;;2,80;;73,2;;0;;270,9;;0,5;;
19.01.2019;15:00;22,884; ;17,073;;22,531;;41,432;;1,1871;E;3,11;;1016,8;;142,6;;2,32;;70,3;;0;;212,2;;0,4;;
19.01.2019;16:00;23,170; ;17,119;;20,128;;38,779;;0,2469;E;2,38;;1016,5;;126,0;;2,73;;73,4;;0;;118,7;;0,2;;
19.01.2019;17:00;23,551; ;21,732;;23,171;;28,991;;0,4289;E;0,96;;1016,2;;116,6;;2,45;;81,6;;0;;23,7;;0,1;;
19.01.2019;18:00;23,654; ;22,250;;22,580;;24,548;;0,0755;E;-1,03;;1016,2;;105,3;;2,12;;90,1;;0;;0,0;;0,0;;
19.01.2019;19:00;23,859; ;19,643;;19,908;;28,410;;-0,3021;E;-1,65;;1016,2;;112,4;;2,51;;92,2;;0;;0,0;;0,0;;
19.01.2019;20:00;23,941; ;23,782;;24,090;;25,478;;0,0976;E;-1,72;;1016,4;;123,2;;2,70;;91,9;;0;;0,0;;0,0;;
19.01.2019;21:00;23,560; ;18,354;;18,625;;35,119;;0,3386;E;-1,32;;1016,4;;129,0;;3,18;;86,1;;0;;0,0;;0,0;;
19.01.2019;22:00;23,095; ;15,587;;15,842;;38,458;;0,3283;E;-1,58;;1016,4;;126,6;;2,91;;84,5;;0;;0,0;;0,0;;
19.01.2019;23:00;22,701; ;19,116;;19,417;;33,115;;0,0258;E;-2,15;;1016,4;;119,3;;2,72;;87,8;;0;;0,0;;0,0;;
20.01.2019;00:00;22,346; ;18,663;;18,975;;32,324;;0,6827;E;-1,85;;1016,4;;124,2;;3,01;;88,8;;0;;0,0;;0,0;;
20.01.2019;01:00;22,078; ;;*;;*;;*;;*;-2,02;;1016,4;;131,7;;2,99;;90,2;;0;;0,0;;0,0;;
20.01.2019;02:00;22,163; ;24,031;;24,485;;23,618;;1,3622;E;-2,50;;1016,3;;133,2;;2,86;;92,2;;0;;0,0;;0,0;;
20.01.2019;03:00;22,399; ;25,146;;25,644;;20,725;;0,8062;E;-3,02;;1016,2;;138,9;;2,76;;94,5;;0;;0,0;;0,0;;
20.01.2019;04:00;22,613; ;26,103;;26,624;;17,614;;1,4180;E;-3,36;;1016,4;;133,3;;2,75;;95,4;;0;;0,0;;0,0;;
20.01.2019;05:00;22,351; ;28,288;;28,890;;12,768;;0,7095;E;-4,29;;1016,4;;118,0;;1,90;;97,5;;0;;0,0;;0,0;;
20.01.2019;06:00;21,711; ;30,357;;31,154;;10,014;;0,5289;E;-4,53;;1016,5;;117,5;;1,84;;98,8;;0;;0,0;;0,0;;
20.01.2019;07:00;21,244; ;33,869;;35,373;;5,743;;0,4498;E;-4,79;;1016,7;;111,1;;1,58;;99,6;;0;;0,0;;0,0;;
20.01.2019;08:00;21,014; ;28,106;;28,940;;9,351;;0,3721;E;-4,46;;1016,8;;121,4;;1,78;;99,9;;0;;0,0;;0,0;;
20.01.2019;09:00;20,890; ;28,766;;30,739;;9,456;;0,7065;E;-3,45;;1017,3;;120,3;;1,68;;99,9;;0;;6,1;;0,0;;
20.01.2019;10:00;20,903; ;23,564;;28,694;;14,564;;0,6216;E;-2,31;;1017,9;;126,6;;1,56;;99,5;;0;;30,8;;0,1;;
20.01.2019;11:00;21,069; ;18,637;;25,634;;17,426;;0,3411;E;-1,50;;1018,7;;113,8;;0,88;;98,0;;0;;67,9;;0,2;;
20.01.2019;12:00;21,378; ;16,623;;23,379;;20,667;;0,5886;E;-1,00;;1019,0;;111,3;;1,23;;96,4;;0;;92,2;;0,3;;
20.01.2019;13:00;21,778; ;18,655;;28,775;;20,932;;2,0775;;-0,22;;1019,2;;114,9;;1,13;;93,5;;0;;141,4;;0,4;;
20.01.2019;14:00;22,268; ;16,678;;24,657;;24,453;;2,7689;;0,31;;1019,2;;112,4;;1,54;;90,0;;0;;160,8;;0,4;;
20.01.2019;15:00;22,691; ;15,747;;21,359;;30,272;;2,8952;;1,57;;1019,3;;110,8;;0,87;;83,7;;0;;154,0;;0,3;;
20.01.2019;16:00;23,138; ;17,242;;22,046;;26,154;;2,7697;;1,09;;1019,5;;131,5;;1,05;;84,6;;0;;96,1;;0,2;;
20.01.2019;17:00;23,445; ;19,434;;21,948;;16,978;;1,2488;E;-0,02;;1019,8;;105,7;;0,58;;88,2;;0;;11,8;;0,1;;
20.01.2019;18:00;23,793; ;21,071;;21,568;;13,950;;0,8179;E;-1,77;;1020,3;;90,9;;0,80;;94,7;;0;;0,0;;0,0;;
20.01.2019;19:00;24,250; ;19,134;;19,466;;16,655;;1,0803;E;-2,53;;1020,6;;113,2;;1,20;;97,3;;0;;0,0;;0,0;;
20.01.2019;20:00;24,673; ;12,770;;13,198;;10,580;;0,3665;E;-4,35;;1021,0;;1,1;;0,23;;97,1;;0;;0,0;;0,0;;
20.01.2019;21:00;25,362; ;13,846;;14,198;;14,250;;0,7010;E;-4,61;;1021,4;;194,9;;0,31;;98,2;;0;;0,0;;0,0;;
20.01.2019;22:00;26,162; ;18,133;;18,641;;19,967;;1,3746;E;-4,02;;1021,6;;155,4;;1,35;;99,6;;0;;0,0;;0,0;;
20.01.2019;23:00;26,903; ;26,137;;27,150;;20,928;;1,4990;E;-3,17;;1021,9;;148,0;;1,66;;98,9;;0;;0,0;;0,0;;
21.01.2019;00:00;27,642; ;17,376;;17,721;;28,624;;0,9889;E;-2,28;;1022,2;;180,0;;2,02;;95,0;;0;;0,0;;0,0;;
21.01.2019;01:00;28,629; ;28,735;;29,308;;15,597;;1,8313;E;-2,18;;1022,4;;196,6;;2,52;;95,0;;0;;0,0;;0,0;;
21.01.2019;02:00;29,632; ;;*;;*;;*;;*;-2,20;;1022,2;;188,6;;3,04;;97,2;;0;;0,0;;0,0;;
21.01.2019;03:00;30,500; ;32,294;;33,246;;10,849;;1,3242;E;-2,04;;1021,9;;192,7;;3,71;;96,6;;0;;0,0;;0,0;;
21.01.2019;04:00;31,268; ;32,320;;33,219;;9,612;;1,9885;E;-2,52;;1021,5;;193,1;;3,52;;96,5;;0;;0,0;;0,0;;
21.01.2019;05:00;31,948; ;32,343;;33,157;;8,058;;1,0588;E;-2,75;;1021,1;;200,4;;3,86;;98,5;;0;;0,0;;0,0;;
21.01.2019;06:00;32,477; ;25,354;;25,795;;16,047;;1,4079;E;-1,96;;1021,0;;219,7;;3,66;;98,2;;0;;0,0;;0,0;;
21.01.2019;07:00;32,944; ;28,712;;29,202;;11,791;;1,0642;E;-1,67;;1020,7;;211,0;;4,23;;96,8;;0;;0,0;;0,0;;
21.01.2019;08:00;33,271; ;29,207;;30,121;;11,682;;0,9902;E;-1,48;;1020,5;;209,6;;4,63;;95,3;;0;;0,0;;0,0;;
21.01.2019;09:00;33,438; ;29,222;;30,728;;11,989;;0,8769;E;-0,78;;1020,6;;209,2;;4,06;;95,9;;0;;3,2;;0,0;;
21.01.2019;10:00;33,396; ;23,827;;27,124;;17,759;;0,4823;E;0,66;;1020,5;;217,6;;4,25;;96,0;;10;;32,4;;0,1;;
21.01.2019;11:00;33,311; ;20,699;;28,669;;21,624;;0,4948;E;1,43;;1020,3;;216,3;;4,70;;95,1;;0;;157,8;;0,3;;
21.01.2019;12:00;33,199; ;22,420;;33,284;;20,942;;0,7965;E;2,08;;1020,1;;216,8;;4,35;;95,0;;0;;152,6;;0,3;;
21.01.2019;13:00;33,181; ;22,070;;33,201;;21,982;;0,7329;E;2,59;;1019,7;;215,8;;3,78;;96,4;;0;;172,3;;0,4;;
21.01.2019;14:00;33,175; ;20,935;;34,235;;24,533;;0,8882;E;3,12;;1019,2;;217,5;;4,34;;94,3;;0;;269,5;;0,5;;
21.01.2019;15:00;33,308; ;23,817;;37,295;;22,312;;0,8650;E;2,87;;1018,7;;216,9;;3,88;;95,7;;0;;186,6;;0,4;;
21.01.2019;16:00;33,313; ;26,639;;34,859;;20,750;;0,1584;E;2,33;;1018,2;;222,9;;3,82;;98,6;;0;;55,7;;0,2;;
21.01.2019;17:00;33,209; ;28,866;;32,458;;17,930;;0,3007;E;1,80;;1017,8;;210,8;;2,95;;99,9;;0;;19,2;;0,1;;
21.01.2019;18:00;33,104; ;36,989;;40,135;;5,498;;0,1846;E;0,75;;1017,3;;207,1;;3,39;;100,0;;0;;0,0;;0,0;;
21.01.2019;19:00;33,140; ;37,833;;48,287;;1,730;E;0,2657;E;0,20;;1017,1;;192,2;;2,96;;100,0;;0;;0,0;;0,0;;
21.01.2019;20:00;33,387; ;38,021;;63,154;;1,812;E;0,1969;E;-0,21;;1016,8;;192,5;;3,19;;100,0;;0;;0,0;;0,0;;
21.01.2019;21:00;33,619; ;40,884;;81,282;;1,834;E;0,1875;E;-0,11;;1016,5;;198,7;;3,52;;100,0;;0;;0,0;;0,0;;
21.01.2019;22:00;33,834; ;44,555;;80,203;;1,811;E;0,3537;E;-0,29;;1016,1;;196,5;;3,57;;100,0;;0;;0,0;;0,0;;
21.01.2019;23:00;34,028; ;48,138;;89,032;;2,067;E;0,4573;E;0,12;;1015,5;;189,3;;3,68;;100,0;;0;;0,0;;0,0;;
22.01.2019;00:00;34,043; ;46,887;;88,891;;2,079;E;0,5346;E;0,04;;1014,8;;181,7;;3,71;;100,0;;0;;0,0;;0,0;;
22.01.2019;01:00;33,792; ;45,373;;85,800;;1,825;E;0,8422;E;0,14;;1014,1;;170,4;;4,08;;100,0;;0;;0,0;;0,0;;
22.01.2019;02:00;33,446; ;47,333;;93,687;;1,963;E;0,2407;E;0,12;;1013,2;;176,5;;4,36;;100,0;;0;;0,0;;0,0;;
22.01.2019;03:00;33,099; ;;*;;*;;*;;*;-0,17;;1012,4;;181,0;;4,97;;100,0;;0;;0,0;;0,0;;
22.01.2019;04:00;32,750; ;49,865;;84,031;;2,203;E;0,4646;E;-0,67;;1011,5;;177,5;;4,88;;99,3;;0;;0,0;;0,0;;
22.01.2019;05:00;32,439; ;52,446;;85,340;;2,225;E;0,1576;E;-1,28;;1010,6;;176,6;;4,94;;97,8;;0;;0,0;;0,0;;
22.01.2019;06:00;32,215; ;53,566;;83,230;;2,490;E;1,3010;E;-1,72;;1009,7;;171,2;;4,59;;95,8;;0;;0,0;;0,0;;
22.01.2019;07:00;31,926; ;58,480;;83,791;;2,444;E;2,3718;;-1,77;;1008,8;;159,6;;5,53;;88,0;;0;;0,0;;0,0;;
22.01.2019;08:00;31,774; ;61,566;;92,380;;2,461;E;3,2837;;-2,02;;1008,0;;158,0;;6,19;;82,8;;0;;0,0;;0,0;;
22.01.2019;09:00;31,848; ;60,377;;94,489;;3,332;E;4,0145;;-2,22;;1007,2;;154,7;;5,78;;82,5;;0;;6,5;;0,0;;
22.01.2019;10:00;32,112; ;52,712;;86,111;;7,700;;4,3409;;-2,22;;1006,5;;152,2;;5,61;;82,4;;0;;48,8;;0,1;;
22.01.2019;11:00;32,265; ;43,279;;69,384;;16,309;;3,6426;;-1,68;;1005,8;;153,7;;7,09;;78,0;;0;;115,9;;0,3;;
22.01.2019;12:00;32,198; ;33,243;;50,753;;26,068;;3,5016;;-0,83;;1004,9;;155,9;;6,79;;72,1;;0;;171,1;;0,4;;
22.01.2019;13:00;31,761; ;27,644;;41,644;;32,993;;3,8296;;0,14;;1003,9;;154,5;;6,39;;65,3;;0;;254,5;;0,5;;
22.01.2019;14:00;31,202; ;27,808;;38,099;;33,311;;2,7664;;0,31;;1002,8;;154,0;;7,40;;62,3;;0;;161,5;;0,4;;
22.01.2019;15:00;30,668; ;27,780;;35,779;;31,681;;1,6645;E;0,18;;1002,0;;162,6;;7,20;;64,2;;0;;123,5;;0,3;;
22.01.2019;16:00;30,320; ;31,220;;35,605;;26,152;;1,7102;E;0,16;;1001,6;;163,6;;6,38;;68,1;;0;;40,3;;0,1;;
22.01.2019;17:00;30,258; ;35,988;;37,976;;22,090;;1,6312;E;-0,16;;1001,5;;177,5;;6,65;;75,3;;0;;10,4;;0,0;;
22.01.2019;18:00;30,283; ;40,230;;40,869;;15,678;;1,7807;E;-1,13;;1001,2;;165,7;;5,48;;91,3;;0;;0,0;;0,0;;
22.01.2019;19:00;30,299; ;30,673;;31,085;;23,545;;1,5324;E;-0,99;;1000,9;;167,1;;6,10;;92,0;;0;;0,0;;0,0;;
