Lufthygienisches ‹berwachungssystem Niedersachsen;
Ostfriesland;;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Ozon;;Temperatur;;Luftdruck;;Windrichtung;;Windgeschwindigkeit;;Relative Feuchte;;Regendauer;;Globalstrahlung;;
20.01.2019;12:00;23,753; ;20,701;;33,002;;16,914;;-1,42;;1019,1;;127,9;;1,43;;95,7;;0;;128,0;;
20.01.2019;13:00;24,437; ;19,295;;28,568;;20,485;;-0,70;;1019,2;;128,8;;1,49;;92,9;;0;;125,6;;
20.01.2019;14:00;25,137; ;18,401;;26,421;;24,216;;-0,06;;1019,4;;133,2;;1,33;;89,2;;0;;153,6;;
20.01.2019;15:00;25,766; ;20,289;;27,708;;24,772;;0,42;;1019,4;;125,3;;1,05;;85,8;;0;;115,1;;
20.01.2019;16:00;26,525; ;26,553;;36,139;;18,981;;0,62;;1019,7;;82,4;;0,66;;85,0;;0;;52,8;;
20.01.2019;17:00;27,492; ;34,120;;44,873;;9,523;;-0,21;;1019,9;;105,5;;0,41;;89,6;;0;;6,5;;
20.01.2019;18:00;28,585; ;40,587;;67,413;;2,879;E;-1,11;;1020,3;;89,6;;0,28;;93,4;;0;;0,0;;
20.01.2019;19:00;29,944; ;44,057;;71,505;;4,258;;-1,30;;1020,7;;44,6;;0,60;;94,6;;0;;0,0;;
20.01.2019;20:00;31,403; ;41,439;;67,118;;4,251;;-2,03;;1021,0;;118,0;;0,35;;95,3;;0;;0,0;;
20.01.2019;21:00;32,700; ;44,987;;82,230;;2,622;E;-2,05;;1021,7;;43,9;;0,36;;96,8;;0;;0,0;;
20.01.2019;22:00;34,238; ;41,874;;80,110;;2,971;E;-2,71;;1022,1;;105,2;;0,35;;97,1;;0;;0,0;;
20.01.2019;23:00;35,874; ;38,049;;65,322;;2,437;E;-3,49;;1022,2;;143,6;;0,61;;98,6;;0;;0,0;;
21.01.2019;00:00;37,156; ;35,398;;45,332;;2,742;E;-3,79;;1022,6;;138,1;;0,51;;99,5;;0;;0,0;;
21.01.2019;01:00;38,015; ;37,601;;48,677;;;*;-3,56;;1022,7;;162,6;;0,81;;99,9;;0;;0,0;;
21.01.2019;02:00;38,645; ;36,101;;42,435;;2,620;E;-3,86;;1022,8;;195,3;;0,23;;100,0;;0;;0,0;;
21.01.2019;03:00;39,239; ;;*;;*;2,764;E;-3,62;;1022,5;;190,6;;0,96;;100,0;;0;;0,0;;
21.01.2019;04:00;39,906; ;38,087;;61,965;;2,401;E;-2,59;;1022,2;;210,2;;1,58;;98,9;;0;;0,0;;
21.01.2019;05:00;40,476; ;37,566;;54,361;;2,987;E;-2,75;;1021,8;;225,9;;1,92;;99,0;;0;;0,0;;
21.01.2019;06:00;40,965; ;36,526;;64,600;;2,425;E;-3,30;;1021,7;;238,1;;1,76;;99,1;;0;;0,0;;
21.01.2019;07:00;41,392; ;38,458;;79,304;;1,656;E;-3,73;;1021,6;;235,3;;1,02;;99,5;;0;;0,0;;
21.01.2019;08:00;41,825; ;40,421;;94,209;;1,437;E;-3,21;;1021,6;;224,8;;1,86;;98,9;;0;;0,0;;
21.01.2019;09:00;42,207; ;43,221;;113,316;;1,673;E;-2,83;;1021,5;;229,9;;2,16;;97,5;;0;;6,9;;
21.01.2019;10:00;42,410; ;41,166;;109,684;;3,276;E;-2,41;;1021,4;;231,0;;2,46;;97,9;;0;;67,5;;
21.01.2019;11:00;42,556; ;46,963;;136,444;;3,690;E;-1,57;;1021,2;;227,9;;2,26;;97,3;;5;;48,5;;
21.01.2019;12:00;42,568; ;45,076;;113,322;;5,127;;-0,69;;1021,0;;233,8;;2,65;;94,2;;0;;62,3;;
21.01.2019;13:00;42,610; ;39,575;;96,199;;6,804;;0,01;;1020,5;;229,5;;2,56;;93,9;;0;;87,4;;
21.01.2019;14:00;42,686; ;43,336;;118,368;;5,533;;0,77;;1020,0;;230,5;;2,49;;93,3;;0;;85,6;;
21.01.2019;15:00;42,732; ;39,180;;106,777;;6,609;;1,26;;1019,4;;230,3;;2,69;;92,2;;0;;138,9;;
21.01.2019;16:00;42,687; ;40,212;;104,540;;4,989;;1,40;;1019,0;;234,9;;2,84;;92,0;;0;;83,3;;
21.01.2019;17:00;42,537; ;42,640;;108,316;;1,288;E;0,87;;1018,6;;227,7;;1,94;;96,0;;0;;10,5;;
21.01.2019;18:00;42,283; ;43,897;;111,624;;0,224;E;0,60;;1018,1;;224,3;;2,06;;98,1;;0;;0,0;;
21.01.2019;19:00;41,796; ;46,342;;121,360;;0,526;E;0,46;;1017,9;;227,6;;2,01;;98,2;;0;;0,0;;
21.01.2019;20:00;41,105; ;45,867;;105,872;;0,603;E;0,33;;1017,5;;220,4;;1,92;;98,0;;0;;0,0;;
21.01.2019;21:00;40,561; ;43,769;;100,327;;0,398;E;-0,22;;1017,1;;211,8;;1,68;;99,1;;0;;0,0;;
21.01.2019;22:00;39,868; ;44,941;;91,565;;0,535;E;-0,19;;1016,8;;205,4;;1,49;;99,8;;0;;0,0;;
21.01.2019;23:00;39,110; ;46,736;;97,926;;0,514;E;0,28;;1016,3;;202,4;;2,05;;99,0;;0;;0,0;;
22.01.2019;00:00;38,614; ;50,276;;106,781;;0,498;E;0,53;;1015,6;;206,7;;2,61;;96,7;;0;;0,0;;
22.01.2019;01:00;38,383; ;53,222;;120,121;;0,526;E;0,66;;1014,9;;205,3;;2,62;;95,0;;0;;0,0;;
22.01.2019;02:00;38,279; ;52,495;;99,135;;;*;0,46;;1014,1;;203,1;;2,79;;94,2;;0;;0,0;;
22.01.2019;03:00;38,116; ;53,521;;93,655;;0,691;E;-0,13;;1013,2;;198,7;;2,45;;93,7;;0;;0,0;;
22.01.2019;04:00;37,871; ;;*;;*;0,892;E;-0,87;;1012,3;;196,0;;2,55;;93,0;;0;;0,0;;
22.01.2019;05:00;37,660; ;57,150;;101,070;;0,981;E;-1,37;;1011,3;;192,4;;2,84;;90,7;;0;;0,0;;
22.01.2019;06:00;37,457; ;58,595;;102,940;;1,072;E;-1,87;;1010,5;;186,7;;3,04;;88,6;;0;;0,0;;
22.01.2019;07:00;37,380; ;60,626;;112,075;;0,694;E;-2,40;;1009,6;;177,2;;2,57;;87,4;;0;;0,0;;
22.01.2019;08:00;37,372; ;59,415;;110,665;;1,311;E;-2,70;;1008,8;;168,2;;2,75;;86,5;;0;;0,0;;
22.01.2019;09:00;37,427; ;58,019;;112,829;;1,576;E;-2,92;;1008,0;;158,1;;2,82;;87,5;;0;;6,6;;
22.01.2019;10:00;37,449; ;53,142;;110,755;;4,547;;-2,84;;1007,4;;162,9;;3,04;;86,5;;0;;61,7;;
22.01.2019;11:00;37,229; ;45,265;;90,118;;10,180;;-2,03;;1006,5;;161,8;;3,19;;81,7;;0;;119,4;;
22.01.2019;12:00;36,892; ;37,069;;66,698;;17,163;;-1,34;;1005,5;;156,6;;3,45;;77,2;;0;;167,9;;
22.01.2019;13:00;36,396; ;31,149;;55,684;;22,367;;-0,31;;1004,6;;155,1;;3,77;;72,8;;0;;242,3;;
22.01.2019;14:00;35,801; ;34,326;;58,091;;22,457;;0,32;;1003,6;;162,5;;3,20;;67,9;;0;;180,7;;
22.01.2019;15:00;35,364; ;35,850;;51,276;;24,938;;0,67;;1002,8;;189,0;;4,00;;62,0;;0;;79,2;;
22.01.2019;16:00;35,149; ;44,252;;63,364;;18,047;;0,54;;1002,3;;187,1;;3,84;;63,2;;0;;31,5;;
22.01.2019;17:00;34,935; ;45,036;;55,246;;14,132;;0,19;;1002,1;;197,4;;3,19;;70,9;;0;;5,8;;
22.01.2019;18:00;34,797; ;37,333;;45,873;;19,877;;-0,54;;1001,8;;192,9;;3,88;;85,2;;0;;0,1;;
22.01.2019;19:00;34,628; ;31,505;;35,865;;25,331;;-0,46;;1001,6;;192,6;;4,29;;85,7;;0;;0,0;;
22.01.2019;20:00;34,674; ;31,670;;35,846;;22,899;;-0,69;;1001,2;;192,3;;4,07;;89,1;;0;;0,0;;
22.01.2019;21:00;34,833; ;35,760;;40,156;;16,990;;-0,83;;1000,9;;190,6;;3,70;;89,9;;23;;0,0;;
22.01.2019;22:00;35,049; ;34,604;;38,916;;16,131;;-1,38;;1000,6;;180,9;;2,96;;97,5;;53;;0,2;;
22.01.2019;23:00;35,283; ;33,609;;37,023;;15,581;;-1,52;;1000,4;;176,6;;3,05;;99,7;;29;;0,4;;
23.01.2019;00:00;35,421; ;36,738;;41,536;;11,497;;-1,63;;1000,1;;168,7;;2,87;;100,0;;54;;0,3;;
23.01.2019;01:00;35,747; ;33,947;;37,770;;12,878;;-1,86;;1000,0;;166,1;;2,71;;100,0;;58;;0,4;;
23.01.2019;02:00;36,131; ;27,561;;33,973;;18,774;;-2,18;;999,6;;172,1;;2,68;;100,0;;46;;0,3;;
23.01.2019;03:00;36,430; ;27,793;;31,262;;;*;-2,26;;999,5;;174,6;;2,75;;100,0;;17;;0,2;;
23.01.2019;04:00;36,569; ;31,722;;35,348;;13,594;;-2,33;;999,4;;166,1;;2,29;;100,0;;0;;0,0;;
23.01.2019;05:00;36,660; ;;*;;*;12,447;;-2,52;;999,3;;151,4;;2,39;;100,0;;0;;0,1;;
23.01.2019;06:00;36,740; ;31,533;;37,423;;11,744;;-2,62;;999,4;;146,9;;2,80;;99,9;;0;;0,2;;
23.01.2019;07:00;36,762; ;33,239;;37,433;;9,536;;-2,75;;999,7;;147,4;;2,72;;99,2;;0;;0,2;;
23.01.2019;08:00;36,689; ;34,012;;41,228;;8,036;;-3,09;;1000,0;;144,1;;2,77;;97,8;;0;;0,4;;
23.01.2019;09:00;36,540; ;32,469;;38,894;;8,699;;-3,08;;1000,6;;141,4;;2,03;;96,5;;0;;4,7;;
23.01.2019;10:00;36,374; ;28,433;;37,809;;12,181;;-3,06;;1000,8;;128,7;;1,89;;95,3;;0;;28,9;;
23.01.2019;11:00;36,388; ;24,888;;37,621;;15,460;;-3,32;;1001,4;;125,9;;1,81;;92,1;;0;;66,6;;
23.01.2019;12:00;36,762; ;23,696;;37,857;;17,538;;-2,57;;1001,8;;116,7;;1,40;;88,8;;0;;94,1;;
23.01.2019;13:00;37,417; ;;*;;*;;*;-2,10;;1002,0;;105,9;;1,38;;87,1;;0;;92,2;;
23.01.2019;14:00;38,339; ;;*;;*;;*;-2,00;;1002,1;;111,7;;1,15;;88,9;;0;;74,9;;
23.01.2019;15:00;39,272; ;;*;;*;;*;-1,84;;1002,2;;73,7;;0,78;;88,6;;0;;83,2;;
23.01.2019;16:00;40,058; ;28,875;;51,286;;12,231;;-2,01;;1002,6;;68,7;;1,01;;88,1;;0;;71,4;;
23.01.2019;17:00;40,847; ;32,634;;47,489;;9,641;;-3,05;;1003,3;;92,2;;0,95;;88,5;;0;;17,9;;
23.01.2019;18:00;41,577; ;37,093;;49,570;;6,177;;-3,96;;1004,1;;59,7;;0,65;;90,0;;0;;0,0;;
23.01.2019;19:00;42,352; ;35,955;;45,732;;6,032;;-4,79;;1005,0;;83,0;;0,68;;92,1;;0;;0,0;;
23.01.2019;20:00;43,227; ;31,771;;38,261;;8,570;;-5,03;;1005,5;;61,9;;0,83;;93,1;;0;;0,0;;
23.01.2019;21:00;44,132; ;32,753;;39,256;;7,513;;-4,94;;1005,8;;106,7;;0,71;;92,8;;0;;0,0;;
23.01.2019;22:00;44,316; ;;*;;*;;*;;*;;*;;*;;*;;*;;*;;*;
23.01.2019;23:00;45,144; ;;*;;*;7,034;;-5,16;;1006,5;;113,2;;0,96;;93,5;;0;;0,0;;
24.01.2019;00:00;45,980; ;;*;;*;18,014;;-4,43;;1007,0;;136,8;;1,80;;89,8;;0;;0,0;;
24.01.2019;01:00;46,109; ;;*;;*;;*;-4,32;;1007,5;;131,7;;2,00;;88,2;;0;;0,0;;
24.01.2019;02:00;46,164; ;;*;;*;;*;-4,61;;1008,4;;116,7;;1,12;;89,4;;;*;0,0;;
24.01.2019;03:00;47,608; ;;*;;*;22,549;;-4,65;;1008,8;;128,8;;1,62;;89,6;;0;;0,0;;
24.01.2019;04:00;48,983; ;;*;;*;29,678;;-4,68;;1009,0;;135,9;;1,79;;89,1;;0;;0,0;;
24.01.2019;05:00;50,310; ;16,599;;17,584;;35,251;;-4,82;;1009,2;;142,8;;2,44;;88,6;;0;;0,0;;
24.01.2019;06:00;51,775; ;19,286;;21,529;;35,097;;-5,00;;1009,7;;159,8;;1,61;;87,4;;0;;0,0;;
24.01.2019;07:00;53,056; ;20,546;;22,920;;35,252;;-4,94;;1009,9;;158,8;;1,75;;86,4;;0;;0,0;;
24.01.2019;08:00;54,364; ;22,068;;24,333;;33,815;;-5,04;;1010,2;;147,3;;2,20;;85,1;;0;;0,0;;
24.01.2019;09:00;55,761; ;22,929;;25,586;;33,109;;-4,89;;1010,9;;148,6;;1,71;;83,9;;0;;2,5;;
24.01.2019;10:00;57,566; ;25,592;;30,339;;29,839;;-4,56;;1011,4;;146,8;;2,07;;83,3;;0;;16,5;;
24.01.2019;11:00;59,442; ;26,800;;36,901;;30,281;;-4,22;;1011,3;;152,2;;2,24;;83,4;;0;;43,6;;
24.01.2019;12:00;61,348; ;31,956;;51,062;;26,295;;-4,01;;1011,7;;164,4;;2,20;;82,9;;0;;59,8;;
24.01.2019;13:00;63,636; ;31,909;;51,880;;26,692;;-4,08;;1012,0;;154,7;;2,04;;83,0;;0;;53,7;;
24.01.2019;14:00;65,376; ;30,907;;41,983;;25,685;;-4,23;;1012,2;;152,7;;1,99;;84,3;;0;;45,2;;
24.01.2019;15:00;66,093; ;27,904;;34,493;;28,131;;-4,50;;1012,0;;139,7;;2,35;;84,5;;0;;43,2;;
24.01.2019;16:00;66,936; ;27,744;;31,854;;29,242;;-4,87;;1012,2;;136,2;;2,72;;84,8;;0;;26,7;;
24.01.2019;17:00;67,620; ;30,697;;33,972;;26,542;;-5,25;;1012,8;;123,6;;1,59;;84,9;;0;;5,3;;
24.01.2019;18:00;68,062; ;30,194;;32,149;;25,267;;-5,46;;1013,3;;131,3;;1,79;;85,3;;0;;0,2;;
24.01.2019;19:00;68,410; ;28,202;;30,037;;26,882;;-5,65;;1013,9;;135,2;;1,53;;85,1;;0;;0,0;;
24.01.2019;20:00;68,389; ;25,017;;26,486;;29,102;;-5,90;;1014,5;;151,7;;1,04;;84,6;;0;;0,0;;
24.01.2019;21:00;68,229; ;25,138;;26,815;;29,108;;-5,97;;1014,7;;117,5;;0,68;;84,4;;0;;0,0;;
24.01.2019;22:00;67,589; ;23,240;;24,244;;30,169;;-6,00;;1014,8;;126,7;;0,70;;83,9;;0;;0,0;;
24.01.2019;23:00;67,306; ;;*;;*;;*;-5,82;;1014,9;;232,6;;0,65;;84,4;;0;;0,0;;
25.01.2019;00:00;67,072; ;26,361;;27,681;;27,175;;-5,60;;1015,2;;316,0;;0,63;;83,8;;0;;0,0;;
25.01.2019;01:00;66,076; ;19,318;;20,360;;38,216;;-5,56;;1015,3;;165,6;;0,73;;81,1;;0;;0,0;;
25.01.2019;02:00;65,058; ;17,105;;18,045;;41,555;;-5,73;;1015,2;;149,2;;1,52;;80,1;;0;;0,0;;
25.01.2019;03:00;63,806; ;18,065;;19,145;;39,901;;-5,85;;1015,3;;172,4;;0,78;;80,2;;0;;0,0;;
25.01.2019;04:00;62,830; ;23,779;;28,112;;33,023;;-5,76;;1015,2;;192,9;;1,29;;82,5;;0;;0,0;;
25.01.2019;05:00;61,931; ;21,089;;23,058;;35,061;;-5,87;;1015,0;;200,5;;1,51;;83,3;;0;;0,0;;
25.01.2019;06:00;60,836; ;19,461;;22,161;;37,860;;-5,93;;1015,1;;172,1;;1,93;;82,6;;0;;0,0;;
25.01.2019;07:00;59,865; ;21,636;;25,331;;35,793;;-6,04;;1015,1;;186,2;;1,81;;83,0;;0;;0,0;;
25.01.2019;08:00;58,955; ;24,974;;31,194;;31,544;;-6,06;;1015,1;;178,8;;1,50;;84,0;;0;;0,0;;
25.01.2019;09:00;58,156; ;29,456;;41,036;;25,994;;-6,02;;1015,0;;171,1;;2,11;;84,3;;0;;7,4;;
25.01.2019;10:00;57,149; ;25,274;;33,834;;29,384;;-5,84;;1014,9;;184,2;;2,60;;84,3;;0;;38,4;;
25.01.2019;11:00;56,204; ;25,902;;39,007;;29,726;;-5,79;;1014,6;;179,1;;2,85;;83,8;;0;;80,4;;
25.01.2019;12:00;55,786; ;24,845;;39,336;;27,768;;-5,67;;1014,2;;187,6;;3,23;;84,3;;0;;103,0;;
25.01.2019;13:00;55,237; ;23,741;;38,576;;28,947;;-5,00;;1013,4;;195,5;;3,34;;83,5;;0;;180,0;;
25.01.2019;14:00;54,915; ;26,072;;40,703;;28,226;;-4,55;;1012,4;;192,5;;3,53;;84,5;;0;;149,1;;
25.01.2019;15:00;54,915; ;26,815;;37,447;;27,410;;-4,08;;1011,4;;186,0;;3,33;;85,9;;0;;78,0;;
25.01.2019;16:00;54,503; ;32,770;;43,065;;20,550;;-3,72;;1010,6;;185,1;;3,20;;93,9;;49;;21,5;;
25.01.2019;17:00;53,841; ;35,401;;41,680;;16,815;;-3,37;;1009,6;;167,4;;2,90;;99,7;;56;;6,7;;
25.01.2019;18:00;53,087; ;40,898;;46,869;;12,189;;-2,50;;1008,4;;168,5;;3,11;;100,0;;49;;0,8;;
25.01.2019;19:00;52,100; ;44,789;;54,343;;9,307;;-1,26;;1007,0;;192,8;;4,26;;100,0;;46;;1,3;;
25.01.2019;20:00;50,786; ;41,881;;51,080;;11,809;;-0,25;;1006,0;;207,2;;3,40;;100,0;;1;;0,4;;
25.01.2019;21:00;49,207; ;45,094;;58,629;;8,421;;0,65;;1005,3;;225,2;;3,48;;100,0;;0;;0,3;;
25.01.2019;22:00;47,608; ;48,715;;69,614;;3,656;E;1,16;;1004,7;;233,0;;3,54;;100,0;;41;;0,5;;
25.01.2019;23:00;45,766; ;45,977;;55,843;;6,090;;2,09;;1004,5;;250,0;;1,42;;100,0;;10;;0,7;;
26.01.2019;00:00;43,874; ;;*;;*;;*;3,10;;1004,4;;265,3;;1,10;;100,0;;0;;0,7;;
26.01.2019;01:00;42,280; ;16,278;;17,704;;41,349;;3,78;;1004,3;;287,6;;2,27;;100,0;;0;;0,3;;
26.01.2019;02:00;40,765; ;11,681;;12,865;;46,940;;3,70;;1004,2;;284,3;;1,77;;100,0;;0;;0,1;;
26.01.2019;03:00;39,128; ;11,680;;13,349;;49,146;;3,90;;1004,0;;277,1;;1,02;;100,0;;0;;0,2;;
26.01.2019;04:00;37,429; ;27,757;;35,696;;31,651;;3,77;;1003,5;;238,6;;1,27;;100,0;;45;;0,4;;
26.01.2019;05:00;35,623; ;37,078;;47,682;;17,171;;3,27;;1002,8;;230,8;;1,95;;100,0;;60;;0,6;;
26.01.2019;06:00;33,831; ;33,940;;45,045;;19,781;;3,74;;1001,8;;234,5;;2,17;;100,0;;60;;0,8;;
26.01.2019;07:00;32,123; ;11,383;;13,265;;48,025;;5,49;;1001,2;;287,0;;2,64;;100,0;;60;;0,9;;
26.01.2019;08:00;30,404; ;9,440;;10,777;;52,197;;5,96;;1001,1;;292,0;;3,47;;100,0;;60;;0,7;;
26.01.2019;09:00;28,624; ;8,954;;10,325;;53,961;;6,14;;1001,2;;293,7;;3,56;;100,0;;60;;2,8;;
26.01.2019;10:00;26,786; ;9,071;;10,506;;54,844;;6,27;;1001,4;;294,8;;3,51;;100,0;;60;;14,3;;
26.01.2019;11:00;24,874; ;10,524;;12,220;;52,886;;6,34;;1001,5;;291,1;;2,84;;100,0;;60;;25,1;;
26.01.2019;12:00;22,309; ;9,631;;12,089;;53,900;;6,44;;1001,4;;287,7;;2,68;;100,0;;60;;38,3;;
26.01.2019;13:00;19,468; ;9,919;;11,921;;53,312;;6,53;;1000,9;;281,7;;1,81;;100,0;;52;;38,3;;
26.01.2019;14:00;16,742; ;13,381;;15,885;;49,798;;6,54;;1000,4;;267,1;;1,43;;100,0;;46;;37,4;;
26.01.2019;15:00;14,639; ;13,181;;15,495;;50,212;;6,42;;999,8;;257,2;;1,50;;100,0;;0;;31,0;;
26.01.2019;16:00;12,720; ;11,379;;13,824;;53,517;;6,31;;999,1;;247,6;;2,02;;100,0;;0;;19,5;;
26.01.2019;17:00;11,097; ;20,923;;26,180;;41,959;;5,91;;998,5;;238,8;;2,95;;100,0;;10;;11,1;;
26.01.2019;18:00;9,717; ;29,309;;35,157;;35,664;;5,35;;997,8;;227,4;;3,03;;100,0;;15;;0,6;;
26.01.2019;19:00;8,808; ;41,204;;52,338;;23,131;;4,99;;996,7;;219,3;;2,89;;100,0;;2;;0,2;;
26.01.2019;20:00;8,311; ;25,633;;28,809;;37,696;;4,60;;995,6;;215,8;;3,04;;100,0;;0;;0,1;;
26.01.2019;21:00;7,874; ;21,701;;24,486;;45,807;;4,71;;994,5;;216,5;;4,04;;100,0;;2;;0,1;;
26.01.2019;22:00;7,628; ;18,431;;20,706;;47,931;;4,75;;993,3;;208,6;;3,69;;100,0;;59;;0,3;;
26.01.2019;23:00;7,788; ;13,512;;15,433;;51,414;;4,99;;991,8;;202,2;;4,08;;100,0;;25;;0,3;;
27.01.2019;00:00;7,946; ;14,588;;16,581;;47,563;;5,34;;990,7;;203,2;;4,45;;100,0;;6;;0,4;;
27.01.2019;01:00;8,064; ;;*;;*;;*;5,66;;989,5;;202,4;;4,46;;100,0;;0;;0,2;;
27.01.2019;02:00;8,125; ;10,920;;12,899;;56,659;;5,75;;988,2;;201,5;;4,41;;99,4;;44;;0,3;;
27.01.2019;03:00;8,231; ;11,790;;14,221;;56,240;;5,60;;986,9;;196,2;;4,46;;99,4;;36;;0,3;;
27.01.2019;04:00;8,219; ;9,858;;11,706;;58,913;;5,48;;985,6;;202,9;;4,50;;99,1;;30;;0,3;;
27.01.2019;05:00;8,243; ;10,523;;12,257;;56,374;;5,51;;984,6;;205,9;;4,80;;98,3;;1;;0,3;;
27.01.2019;06:00;8,307; ;9,991;;11,620;;55,729;;5,47;;983,7;;202,3;;4,26;;99,1;;23;;0,2;;
27.01.2019;07:00;8,259; ;9,924;;11,591;;56,528;;5,38;;982,9;;207,0;;4,18;;100,0;;18;;0,3;;
27.01.2019;08:00;8,145; ;11,446;;13,110;;55,941;;5,56;;982,3;;201,6;;4,25;;99,6;;17;;0,1;;
27.01.2019;09:00;7,917; ;10,925;;12,541;;56,905;;5,55;;981,8;;203,6;;3,70;;100,0;;5;;4,1;;
27.01.2019;10:00;7,682; ;14,774;;16,863;;52,893;;5,59;;981,4;;204,3;;3,41;;100,0;;4;;17,0;;
27.01.2019;11:00;7,478; ;17,130;;19,832;;50,966;;5,64;;981,3;;210,4;;3,31;;100,0;;11;;23,4;;
27.01.2019;12:00;7,339; ;15,247;;18,117;;54,650;;5,70;;981,2;;224,6;;3,07;;100,0;;53;;30,9;;
27.01.2019;13:00;7,201; ;21,915;;27,486;;49,267;;5,78;;980,9;;231,1;;2,89;;100,0;;17;;79,8;;
27.01.2019;14:00;7,062; ;16,961;;21,043;;55,021;;6,15;;980,7;;233,9;;3,11;;99,2;;6;;81,5;;
27.01.2019;15:00;6,815; ;17,898;;25,677;;51,564;;6,25;;980,7;;257,5;;1,91;;98,1;;9;;57,0;;
27.01.2019;16:00;6,774; ;10,828;;13,111;;50,696;;5,47;;981,2;;302,5;;2,23;;98,4;;4;;22,0;;
27.01.2019;17:00;6,857; ;8,006;;9,651;;65,865;;5,13;;981,8;;293,4;;2,13;;95,6;;14;;18,8;;
27.01.2019;18:00;6,869; ;8,368;;10,021;;65,182;;4,66;;982,5;;281,3;;1,37;;93,2;;0;;0,1;;
27.01.2019;19:00;6,652; ;11,482;;13,075;;58,394;;4,12;;983,0;;257,5;;1,15;;93,3;;0;;0,0;;
27.01.2019;20:00;6,494; ;27,720;;33,371;;36,216;;3,46;;983,3;;235,8;;2,05;;95,2;;0;;0,0;;
27.01.2019;21:00;6,507; ;27,297;;33,723;;35,466;;3,27;;983,4;;221,5;;3,03;;96,4;;0;;0,0;;
27.01.2019;22:00;6,396; ;31,584;;39,942;;30,658;;3,22;;983,2;;216,0;;3,10;;96,0;;0;;0,0;;
27.01.2019;23:00;6,154; ;19,277;;22,958;;43,145;;3,41;;983,0;;206,3;;3,61;;95,0;;0;;0,0;;
28.01.2019;00:00;5,981; ;13,561;;17,154;;48,800;;3,32;;982,9;;200,1;;4,29;;96,1;;0;;0,1;;
28.01.2019;01:00;5,931; ;14,638;;17,999;;46,780;;3,40;;982,7;;193,7;;4,16;;95,5;;0;;0,2;;
28.01.2019;02:00;5,919; ;;*;;*;;*;3,57;;982,9;;190,0;;3,85;;94,7;;0;;0,0;;
28.01.2019;03:00;5,887; ;9,922;;11,440;;50,308;;3,53;;983,0;;187,9;;3,54;;96,3;;0;;0,1;;
28.01.2019;04:00;5,863; ;9,619;;11,199;;51,424;;3,29;;983,1;;189,4;;3,23;;99,0;;34;;0,1;;
28.01.2019;05:00;5,830; ;10,091;;13,232;;50,646;;3,01;;983,3;;171,4;;2,12;;100,0;;50;;0,2;;
28.01.2019;06:00;5,816; ;13,839;;15,285;;43,079;;2,94;;983,7;;129,7;;1,02;;100,0;;60;;0,3;;
28.01.2019;07:00;5,859; ;18,284;;20,268;;35,720;;2,92;;984,2;;103,9;;0,72;;100,0;;25;;0,3;;
28.01.2019;08:00;6,037; ;23,107;;27,903;;29,597;;2,93;;985,3;;23,0;;1,35;;100,0;;0;;0,4;;
28.01.2019;09:00;6,314; ;30,653;;38,945;;20,561;;2,97;;986,5;;4,9;;1,45;;100,0;;0;;3,3;;
28.01.2019;10:00;6,519; ;23,489;;31,313;;26,986;;3,09;;987,4;;344,7;;1,50;;100,0;;0;;27,9;;
28.01.2019;11:00;6,779; ;16,535;;22,110;;34,098;;3,72;;988,5;;340,3;;1,83;;100,0;;0;;92,2;;
28.01.2019;12:00;6,828; ;14,811;;20,668;;32,443;;4,08;;989,6;;353,8;;3,04;;99,2;;39;;74,2;;
28.01.2019;13:00;6,832; ;12,488;;18,739;;24,822;;3,60;;990,8;;359,7;;3,89;;97,1;;59;;60,5;;
28.01.2019;14:00;6,858; ;10,935;;14,399;;42,087;;2,83;;992,2;;355,5;;4,49;;96,9;;60;;53,9;;
28.01.2019;15:00;6,884; ;9,576;;12,848;;47,645;;2,63;;993,6;;355,3;;4,72;;96,2;;57;;59,8;;
28.01.2019;16:00;6,826; ;10,764;;13,772;;47,309;;2,46;;994,9;;349,8;;4,01;;95,2;;41;;34,9;;
28.01.2019;17:00;6,679; ;12,373;;15,719;;54,971;;2,80;;996,0;;350,6;;3,94;;87,4;;34;;16,0;;
28.01.2019;18:00;6,612; ;12,064;;13,947;;61,518;;2,98;;997,0;;351,9;;3,40;;77,6;;0;;0,5;;
28.01.2019;19:00;6,584; ;14,979;;16,794;;57,130;;2,66;;998,0;;348,2;;2,35;;79,4;;0;;0,0;;
28.01.2019;20:00;6,537; ;11,383;;12,422;;58,357;;2,29;;998,9;;328,8;;1,71;;82,0;;0;;0,0;;
28.01.2019;21:00;6,535; ;11,319;;12,392;;58,088;;1,93;;999,7;;311,7;;1,60;;92,0;;0;;0,0;;
28.01.2019;22:00;6,550; ;11,391;;12,922;;59,877;;1,82;;1000,3;;320,7;;1,60;;96,5;;7;;0,0;;
28.01.2019;23:00;6,446; ;9,730;;10,439;;64,563;;1,60;;1000,8;;307,6;;1,13;;95,6;;0;;0,0;;
29.01.2019;00:00;6,528; ;14,086;;15,005;;56,964;;1,31;;1001,3;;291,2;;1,17;;96,9;;0;;0,0;;
29.01.2019;01:00;6,551; ;7,973;;8,549;;70,167;;1,66;;1002,0;;318,4;;1,89;;92,8;;3;;0,0;;
29.01.2019;02:00;6,588; ;7,580;;8,114;;77,045;;1,87;;1002,0;;299,4;;1,64;;88,6;;0;;0,0;;
