Lufthygienisches ‹berwachungssystem Niedersachsen;
Braunschweig (Verkehrsstation);;Feinstaub (PM10);;Stickstoffdioxid;;Stickstoffoxide;;Kohlenmonoxid;;Temperatur;;Luftdruck;;Relative Feuchte;;Regendauer;;
07.01.2019;14:00;9,874; ;44,350;;110,056;;0,42479;E;5,49;;1018,0;;97,2;;6;;
07.01.2019;15:00;10,103; ;40,119;;107,948;;0,48290;E;5,56;;1017,3;;95,3;;0;;
07.01.2019;16:00;10,514; ;45,657;;119,922;;0,54259;E;5,84;;1016,7;;94,2;;7;;
07.01.2019;17:00;10,931; ;47,570;;128,983;;0,57204;E;5,81;;1016,0;;96,5;;38;;
07.01.2019;18:00;11,237; ;50,599;;139,293;;0,62862; ;5,60;;1014,6;;98,6;;21;;
07.01.2019;19:00;11,407; ;43,074;;108,032;;0,68592; ;5,77;;1013,3;;96,5;;0;;
07.01.2019;20:00;11,563; ;34,343;;68,054;;0,70335; ;5,91;;1011,7;;95,3;;34;;
07.01.2019;21:00;11,706; ;25,593;;54,938;;0,67577; ;5,99;;1010,3;;96,3;;57;;
07.01.2019;22:00;11,802; ;27,941;;47,128;;0,64962; ;5,87;;1008,8;;98,0;;60;;
07.01.2019;23:00;11,935; ;21,634;;37,858;;0,61938; ;5,60;;1007,2;;99,0;;40;;
08.01.2019;00:00;12,060; ;17,007;;24,799;;0,56982;E;5,53;;1005,3;;98,9;;51;;
08.01.2019;01:00;11,955; ;15,474;;18,628;;0,51665;E;5,79;;1003,8;;99,6;;60;;
08.01.2019;02:00;11,716; ;14,630;;19,046;;0,44829;E;6,23;;1002,8;;98,3;;45;;
08.01.2019;03:00;11,470; ;;*;;*;0,39208;E;6,67;;1002,1;;94,0;;0;;
08.01.2019;04:00;11,291; ;6,597;;6,371;;0,35673;E;6,76;;1001,3;;90,5;;0;;
08.01.2019;05:00;11,170; ;6,565;;6,434;;0,33285;E;6,67;;1000,0;;87,0;;0;;
08.01.2019;06:00;10,990; ;5,830;;13,969;;0,31344;E;6,17;;998,7;;88,8;;39;;
08.01.2019;07:00;10,609; ;26,676;;36,413;;0,31194;E;5,66;;997,3;;91,2;;10;;
08.01.2019;08:00;10,260; ;29,010;;43,462;;0,31744;E;6,14;;996,1;;87,6;;9;;
08.01.2019;09:00;9,877; ;19,895;;37,113;;0,32126;E;6,14;;995,3;;86,9;;9;;
08.01.2019;10:00;9,682; ;18,098;;34,327;;0,32067;E;6,29;;994,5;;85,3;;9;;
08.01.2019;11:00;9,486; ;20,940;;29,438;;0,32535;E;5,91;;993,7;;89,7;;53;;
08.01.2019;12:00;9,152; ;23,946;;33,807;;0,33646;E;5,73;;993,6;;93,8;;33;;
08.01.2019;13:00;8,879; ;25,232;;38,303;;0,35172;E;6,79;;993,1;;87,6;;12;;
08.01.2019;14:00;8,773; ;24,708;;50,192;;0,34958;E;6,40;;993,3;;87,4;;20;;
08.01.2019;15:00;8,813; ;22,247;;31,909;;0,33403;E;6,28;;993,4;;84,3;;9;;
08.01.2019;16:00;8,786; ;20,056;;34,383;;0,33650;E;5,94;;993,6;;84,1;;0;;
08.01.2019;17:00;8,704; ;24,084;;31,913;;0,34711;E;5,49;;993,7;;87,4;;34;;
08.01.2019;18:00;8,574; ;33,475;;48,742;;0,36826;E;5,01;;994,3;;91,5;;36;;
08.01.2019;19:00;8,427; ;20,860;;34,480;;0,39610;E;4,59;;994,8;;92,2;;22;;
08.01.2019;20:00;8,281; ;18,803;;23,423;;0,40090;E;4,46;;995,1;;87,2;;0;;
08.01.2019;21:00;8,117; ;19,059;;25,614;;0,39707;E;4,02;;995,5;;84,6;;0;;
08.01.2019;22:00;7,988; ;17,006;;18,802;;0,40230;E;3,99;;995,6;;83,1;;1;;
08.01.2019;23:00;7,939; ;17,510;;17,957;;0,40214;E;3,27;;995,9;;90,2;;37;;
09.01.2019;00:00;7,769; ;14,097;;14,879;;0,38135;E;2,64;;996,3;;92,9;;56;;
09.01.2019;01:00;7,727; ;13,410;;11,825;;0,35947;E;2,31;;996,7;;94,1;;55;;
09.01.2019;02:00;7,860; ;14,159;;12,078;;0,33248;E;2,47;;997,1;;91,7;;59;;
09.01.2019;03:00;7,972; ;8,276;;7,264;;0,29226;E;2,65;;997,5;;85,6;;1;;
09.01.2019;04:00;7,949; ;;*;;*;0,26154;E;2,58;;998,1;;83,5;;5;;
09.01.2019;05:00;7,803; ;11,727;;10,856;;0,24024;E;2,67;;998,4;;79,7;;0;;
09.01.2019;06:00;7,647; ;14,863;;21,216;;0,23800;E;2,50;;998,9;;80,1;;8;;
09.01.2019;07:00;7,642; ;25,664;;41,622;;0,24037;E;2,53;;999,3;;77,1;;0;;
09.01.2019;08:00;7,607; ;37,230;;65,599;;0,26678;E;2,54;;999,7;;77,3;;0;;
09.01.2019;09:00;7,611; ;36,278;;55,987;;0,27983;E;2,59;;1000,4;;76,7;;0;;
09.01.2019;10:00;7,607; ;48,070;;77,688;;0,29836;E;2,63;;1001,1;;76,5;;0;;
09.01.2019;11:00;7,646; ;51,901;;82,019;;0,31067;E;2,37;;1002,1;;81,7;;8;;
09.01.2019;12:00;7,839; ;54,019;;99,376;;0,34402;E;2,28;;1002,7;;87,0;;40;;
09.01.2019;13:00;7,995; ;46,430;;87,619;;0,37945;E;2,24;;1003,0;;89,1;;5;;
09.01.2019;14:00;7,845; ;44,327;;73,563;;0,38446;E;2,29;;1003,5;;88,4;;25;;
09.01.2019;15:00;7,461; ;37,008;;64,420;;0,38405;E;2,49;;1004,2;;85,7;;0;;
09.01.2019;16:00;7,101; ;49,778;;79,007;;0,36625;E;2,32;;1004,9;;88,1;;0;;
09.01.2019;17:00;6,773; ;39,732;;61,482;;0,38251;E;2,21;;1005,7;;86,3;;15;;
09.01.2019;18:00;6,574; ;57,175;;94,401;;0,41307;E;1,32;;1006,3;;96,3;;51;;
09.01.2019;19:00;6,717; ;50,808;;84,761;;0,44756;E;1,36;;1007,0;;96,3;;24;;
09.01.2019;20:00;6,830; ;37,839;;50,069;;0,44880;E;1,58;;1007,8;;93,0;;33;;
09.01.2019;21:00;6,977; ;32,783;;45,223;;0,45121;E;1,48;;1008,6;;93,7;;27;;
09.01.2019;22:00;7,024; ;13,921;;16,743;;0,44263;E;1,68;;1009,4;;89,9;;1;;
09.01.2019;23:00;7,024; ;11,713;;11,430;;0,43392;E;1,76;;1010,1;;87,9;;0;;
10.01.2019;00:00;7,152; ;10,757;;11,160;;0,42192;E;1,76;;1010,7;;87,5;;0;;
10.01.2019;01:00;7,298; ;6,216;;7,803;;0,39493;E;1,77;;1011,2;;86,5;;0;;
10.01.2019;02:00;7,394; ;7,147;;5,750;;0,33820;E;1,72;;1011,6;;86,0;;0;;
10.01.2019;03:00;7,525; ;8,181;;6,646;;0,28150;E;1,52;;1012,3;;86,5;;0;;
10.01.2019;04:00;7,614; ;9,362;;7,447;;0,26207;E;1,02;;1012,9;;87,6;;0;;
10.01.2019;05:00;7,685; ;;*;;*;0,24303;E;0,71;;1013,4;;87,8;;0;;
10.01.2019;06:00;7,782; ;35,825;;55,034;;0,26074;E;0,34;;1013,5;;89,2;;0;;
10.01.2019;07:00;7,857; ;57,413;;104,540;;0,29576;E;0,20;;1013,7;;88,5;;0;;
10.01.2019;08:00;7,927; ;74,848;;165,193;;0,37359;E;0,12;;1014,2;;87,3;;0;;
10.01.2019;09:00;8,061; ;73,308;;149,733;;0,43766;E;0,24;;1014,8;;85,2;;0;;
10.01.2019;10:00;8,133; ;64,080;;184,513;;0,50348;E;0,49;;1015,3;;83,7;;0;;
10.01.2019;11:00;8,126; ;48,984;;148,374;;0,55640;E;0,80;;1015,9;;81,9;;0;;
10.01.2019;12:00;8,129; ;61,930;;177,407;;0,55038;E;1,19;;1016,2;;79,1;;0;;
10.01.2019;13:00;8,162; ;59,821;;228,937;;0,58087;E;1,48;;1016,0;;75,9;;0;;
10.01.2019;14:00;8,221; ;44,308;;135,385;;0,59505;E;1,46;;1015,7;;70,8;;0;;
10.01.2019;15:00;8,379; ;59,324;;166,261;;0,59809;E;1,63;;1015,7;;70,5;;0;;
10.01.2019;16:00;8,650; ;51,382;;170,010;;0,57556;E;1,62;;1015,7;;73,5;;0;;
10.01.2019;17:00;8,944; ;63,250;;196,937;;0,58507;E;1,30;;1015,8;;72,5;;0;;
10.01.2019;18:00;9,763; ;55,881;;177,938;;0,59253;E;1,18;;1015,8;;73,7;;0;;
10.01.2019;19:00;10,286; ;61,956;;180,550;;0,63227; ;1,26;;1015,5;;75,8;;0;;
10.01.2019;20:00;11,195; ;52,239;;144,485;;0,64634; ;1,21;;1015,4;;78,3;;0;;
10.01.2019;21:00;11,966; ;44,704;;105,394;;0,65409; ;1,16;;1015,7;;81,1;;0;;
10.01.2019;22:00;12,865; ;40,826;;83,550;;0,64269; ;1,09;;1015,6;;84,8;;0;;
10.01.2019;23:00;13,878; ;32,493;;62,697;;0,62458; ;1,04;;1015,4;;89,3;;24;;
11.01.2019;00:00;15,210; ;30,141;;55,466;;0,59389;E;0,85;;1015,5;;96,4;;60;;
11.01.2019;01:00;16,254; ;25,880;;37,723;;0,54215;E;0,78;;1015,0;;98,5;;58;;
11.01.2019;02:00;16,830; ;17,223;;24,927;;0,49088;E;0,89;;1014,3;;98,8;;58;;
11.01.2019;03:00;17,134; ;15,116;;17,470;;0,42505;E;0,83;;1013,7;;99,1;;27;;
11.01.2019;04:00;17,463; ;16,362;;20,128;;0,39126;E;0,83;;1013,2;;99,0;;38;;
11.01.2019;05:00;17,788; ;17,297;;24,557;;0,36022;E;0,88;;1012,5;;99,4;;59;;
11.01.2019;06:00;18,033; ;30,654;;66,491;;0,36113;E;0,99;;1011,5;;99,9;;37;;
11.01.2019;07:00;18,133; ;40,324;;103,783;;0,38731;E;1,24;;1011,0;;99,9;;0;;
11.01.2019;08:00;18,085; ;47,603;;141,538;;0,44046;E;1,68;;1010,6;;99,6;;0;;
11.01.2019;09:00;18,099; ;43,322;;139,137;;0,48771;E;1,92;;1010,4;;100,0;;3;;
11.01.2019;10:00;18,236; ;48,625;;130,722;;0,54720;E;2,31;;1010,3;;99,6;;0;;
11.01.2019;11:00;18,530; ;48,256;;128,201;;0,61169; ;2,81;;1010,0;;99,0;;0;;
11.01.2019;12:00;18,853; ;37,628;;121,904;;0,66522; ;3,36;;1009,4;;99,4;;9;;
11.01.2019;13:00;19,010; ;38,770;;118,260;;0,69620; ;3,69;;1008,7;;100,0;;20;;
11.01.2019;14:00;19,115; ;42,183;;109,381;;0,71327; ;4,18;;1008,0;;100,0;;29;;
11.01.2019;15:00;19,190; ;40,328;;103,752;;0,71627; ;4,85;;1007,0;;100,0;;7;;
11.01.2019;16:00;19,144; ;41,606;;96,021;;0,69760; ;5,38;;1006,8;;99,9;;12;;
11.01.2019;17:00;18,787; ;33,092;;76,624;;0,68443; ;6,41;;1006,8;;97,4;;10;;
11.01.2019;18:00;17,812; ;25,141;;56,721;;0,65259; ;6,54;;1006,8;;92,8;;0;;
11.01.2019;19:00;17,104; ;28,252;;63,314;;0,60705; ;6,63;;1007,1;;89,9;;0;;
11.01.2019;20:00;16,253; ;24,854;;49,762;;0,56392;E;6,48;;1007,3;;87,2;;0;;
11.01.2019;21:00;15,704; ;16,941;;38,925;;0,54027;E;6,41;;1007,6;;84,9;;0;;
11.01.2019;22:00;15,279; ;15,944;;37,374;;0,51487;E;6,32;;1007,8;;84,5;;0;;
11.01.2019;23:00;14,845; ;;*;;*;0,49050;E;6,28;;1008,0;;85,0;;0;;
12.01.2019;00:00;14,244; ;21,894;;34,308;;0,45591;E;6,23;;1008,2;;82,9;;0;;
12.01.2019;01:00;14,185; ;15,844;;25,311;;0,41010;E;6,07;;1008,2;;83,6;;0;;
12.01.2019;02:00;14,590; ;8,246;;16,554;;0,37712;E;5,98;;1008,0;;84,2;;0;;
12.01.2019;03:00;15,181; ;8,023;;15,367;;0,35426;E;6,00;;1008,2;;85,4;;0;;
12.01.2019;04:00;15,569; ;11,635;;17,843;;0,32332;E;5,82;;1008,2;;88,7;;1;;
12.01.2019;05:00;15,808; ;11,159;;15,389;;0,29490;E;5,78;;1007,8;;91,6;;6;;
12.01.2019;06:00;15,744; ;11,955;;22,621;;0,26217;E;5,70;;1007,5;;92,8;;6;;
12.01.2019;07:00;15,524; ;13,241;;24,618;;0,23512;E;5,44;;1007,2;;98,2;;31;;
12.01.2019;08:00;15,392; ;14,923;;24,819;;0,21291;E;5,49;;1007,2;;97,1;;10;;
12.01.2019;09:00;15,102; ;15,556;;34,081;;0,21280;E;5,54;;1007,0;;94,6;;2;;
12.01.2019;10:00;14,734; ;14,208;;36,323;;0,21001;E;5,51;;1006,6;;92,8;;0;;
12.01.2019;11:00;14,297; ;24,690;;53,326;;0,21180;E;5,61;;1006,1;;89,9;;13;;
12.01.2019;12:00;13,856; ;24,451;;54,979;;0,22188;E;5,63;;1004,9;;89,3;;6;;
12.01.2019;13:00;13,619; ;28,017;;69,921;;0,23604;E;5,46;;1003,7;;91,6;;20;;
12.01.2019;14:00;13,648; ;34,333;;80,388;;0,27008;E;5,34;;1002,1;;95,0;;30;;
12.01.2019;15:00;13,657; ;34,593;;74,390;;0,29439;E;5,41;;1000,7;;95,8;;29;;
12.01.2019;16:00;13,596; ;29,374;;63,034;;0,32863;E;5,56;;999,8;;96,5;;39;;
12.01.2019;17:00;13,738; ;32,116;;59,796;;0,36355;E;5,75;;999,2;;95,2;;18;;
12.01.2019;18:00;13,824; ;34,121;;69,409;;0,40413;E;5,95;;998,8;;95,9;;21;;
12.01.2019;19:00;13,947; ;32,717;;67,929;;0,42627;E;6,13;;998,6;;95,1;;0;;
12.01.2019;20:00;13,882; ;27,265;;56,957;;0,44420;E;5,95;;998,3;;93,4;;2;;
12.01.2019;21:00;13,711; ;18,413;;37,940;;0,45753;E;6,07;;998,0;;92,6;;0;;
12.01.2019;22:00;13,352; ;18,043;;31,169;;0,45333;E;6,10;;997,8;;91,3;;0;;
12.01.2019;23:00;12,800; ;15,913;;27,716;;0,45016;E;6,01;;997,5;;90,6;;0;;
13.01.2019;00:00;12,085; ;;*;;*;0,43412;E;5,96;;997,3;;90,5;;17;;
13.01.2019;01:00;11,111; ;9,212;;17,469;;0,40268;E;6,02;;996,9;;91,8;;16;;
13.01.2019;02:00;10,018; ;6,466;;14,857;;0,37013;E;5,98;;996,9;;92,0;;21;;
13.01.2019;03:00;8,891; ;9,004;;14,397;;0,34729;E;6,01;;997,0;;91,7;;7;;
13.01.2019;04:00;7,951; ;7,307;;12,146;;0,32258;E;6,15;;996,7;;92,7;;1;;
13.01.2019;05:00;7,249; ;6,867;;9,910;;0,29453;E;6,10;;996,4;;94,5;;10;;
13.01.2019;06:00;6,922; ;7,825;;13,515;;0,27449;E;6,20;;995,8;;93,7;;7;;
13.01.2019;07:00;6,862; ;8,655;;13,133;;0,25705;E;6,31;;995,1;;91,1;;2;;
13.01.2019;08:00;6,809; ;9,965;;14,161;;0,24142;E;6,44;;994,5;;89,1;;0;;
13.01.2019;09:00;6,801; ;12,082;;22,166;;0,24717;E;6,25;;994,0;;93,1;;52;;
13.01.2019;10:00;6,763; ;15,950;;32,896;;0,25808;E;6,26;;992,3;;95,9;;29;;
13.01.2019;11:00;6,595; ;15,939;;41,296;;0,28055;E;6,55;;990,8;;96,0;;42;;
13.01.2019;12:00;6,337; ;20,962;;48,733;;0,31228;E;6,99;;989,5;;99,2;;31;;
13.01.2019;13:00;6,020; ;22,083;;45,089;;0,34151;E;7,53;;988,2;;99,6;;23;;
13.01.2019;14:00;5,607; ;18,084;;39,726;;0,35678;E;7,95;;987,0;;99,8;;27;;
13.01.2019;15:00;5,176; ;16,225;;40,806;;0,36456;E;8,19;;986,0;;99,1;;47;;
13.01.2019;16:00;4,820; ;21,104;;41,207;;0,38338;E;8,13;;985,1;;98,7;;33;;
13.01.2019;17:00;4,548; ;19,233;;37,017;;0,37074;E;8,00;;984,2;;99,0;;57;;
13.01.2019;18:00;4,303; ;13,551;;29,887;;0,35735;E;8,03;;983,2;;98,1;;35;;
13.01.2019;19:00;3,985; ;13,842;;29,048;;0,32808;E;7,08;;983,3;;92,5;;26;;
13.01.2019;20:00;3,834; ;15,636;;31,447;;0,29718;E;6,45;;983,8;;89,2;;0;;
13.01.2019;21:00;3,695; ;12,765;;25,527;;0,26015;E;6,97;;984,1;;84,7;;5;;
13.01.2019;22:00;3,584; ;11,034;;19,252;;0,24305;E;6,82;;984,2;;84,9;;4;;
13.01.2019;23:00;3,676; ;7,993;;13,420;;0,23309;E;6,72;;984,4;;85,7;;12;;
14.01.2019;00:00;3,709; ;12,785;;17,407;;0,21238;E;6,09;;985,0;;87,6;;25;;
14.01.2019;01:00;3,795; ;;*;;*;0,21427;E;6,09;;986,1;;80,0;;1;;
14.01.2019;02:00;4,220; ;12,119;;16,161;;0,22265;E;5,57;;987,4;;75,8;;2;;
14.01.2019;03:00;4,864; ;10,516;;12,894;;0,23647;E;5,10;;989,1;;69,6;;0;;
14.01.2019;04:00;5,699; ;12,409;;17,293;;0,25020;E;4,71;;990,8;;68,5;;0;;
14.01.2019;05:00;6,606; ;12,694;;16,764;;0,27138;E;4,12;;992,1;;71,1;;0;;
14.01.2019;06:00;7,533; ;8,611;;27,926;;0,29520;E;3,77;;992,7;;74,5;;0;;
14.01.2019;07:00;8,232; ;23,183;;55,606;;0,33517;E;3,87;;993,1;;73,9;;0;;
14.01.2019;08:00;8,801; ;31,277;;82,795;;0,39788;E;3,70;;993,9;;76,6;;0;;
14.01.2019;09:00;9,295; ;45,541;;100,367;;0,44369;E;3,63;;995,0;;78,3;;7;;
14.01.2019;10:00;9,679; ;42,802;;98,470;;0,46344;E;3,29;;995,9;;77,2;;0;;
14.01.2019;11:00;10,176; ;25,367;;67,447;;0,49229;E;3,11;;996,6;;80,8;;0;;
14.01.2019;12:00;10,671; ;27,089;;62,346;;0,51313;E;3,49;;996,9;;76,1;;0;;
14.01.2019;13:00;11,155; ;27,170;;62,043;;0,52848;E;3,76;;997,1;;70,5;;0;;
14.01.2019;14:00;11,564; ;23,479;;66,618;;0,54055;E;3,09;;997,6;;77,9;;6;;
14.01.2019;15:00;12,001; ;35,058;;82,417;;0,53623;E;3,02;;998,6;;77,2;;9;;
14.01.2019;16:00;12,394; ;50,280;;120,696;;0,51110;E;1,85;;999,9;;81,8;;12;;
14.01.2019;17:00;12,687; ;43,300;;88,389;;0,50263;E;1,57;;1000,9;;83,8;;0;;
14.01.2019;18:00;13,193; ;42,555;;100,808;;0,51415;E;1,46;;1001,7;;87,2;;0;;
14.01.2019;19:00;13,622; ;37,034;;79,114;;0,51967;E;1,46;;1002,4;;84,9;;0;;
14.01.2019;20:00;13,960; ;23,116;;50,037;;0,52582;E;1,49;;1003,3;;85,9;;0;;
14.01.2019;21:00;14,261; ;20,321;;38,569;;0,53075;E;1,49;;1004,0;;88,3;;0;;
14.01.2019;22:00;14,619; ;26,010;;47,457;;0,53445;E;1,70;;1004,3;;86,6;;0;;
14.01.2019;23:00;14,867; ;18,953;;36,763;;0,52660;E;1,89;;1004,5;;85,8;;0;;
15.01.2019;00:00;15,175; ;13,369;;19,948;;0,51417;E;1,93;;1004,9;;84,7;;0;;
15.01.2019;01:00;15,479; ;11,242;;14,602;;0,46989;E;2,08;;1005,1;;82,8;;0;;
15.01.2019;02:00;15,586; ;;*;;*;0,42434;E;2,55;;1005,3;;79,9;;0;;
15.01.2019;03:00;15,497; ;8,111;;10,698;;0,37779;E;2,47;;1005,6;;81,7;;0;;
15.01.2019;04:00;15,239; ;8,209;;11,394;;0,33699;E;2,64;;1005,7;;80,6;;0;;
15.01.2019;05:00;14,802; ;8,513;;15,298;;0,31201;E;2,66;;1005,6;;81,5;;0;;
15.01.2019;06:00;14,287; ;15,814;;35,991;;0,29432;E;2,60;;1005,4;;82,4;;0;;
15.01.2019;07:00;13,962; ;29,612;;64,664;;0,31271;E;2,61;;1005,0;;82,3;;0;;
15.01.2019;08:00;13,765; ;33,796;;94,850;;0,33144;E;2,48;;1004,5;;81,6;;0;;
15.01.2019;09:00;13,639; ;40,426;;86,074;;0,35511;E;3,16;;1004,4;;81,9;;26;;
15.01.2019;10:00;13,929; ;30,290;;70,404;;0,37993;E;3,38;;1004,5;;88,1;;0;;
15.01.2019;11:00;14,308; ;28,944;;69,683;;0,40772;E;3,92;;1004,2;;89,9;;30;;
15.01.2019;12:00;14,779; ;36,050;;86,188;;0,43091;E;4,16;;1003,7;;93,3;;20;;
15.01.2019;13:00;15,505; ;37,706;;82,901;;0,44586;E;4,60;;1003,2;;93,2;;25;;
15.01.2019;14:00;16,233; ;34,218;;73,572;;0,44093;E;5,13;;1002,5;;90,4;;6;;
15.01.2019;15:00;16,693; ;39,359;;79,017;;0,41034;E;5,78;;1001,9;;88,0;;0;;
15.01.2019;16:00;17,035; ;34,195;;71,886;;0,38651;E;6,06;;1001,7;;87,9;;9;;
15.01.2019;17:00;17,459; ;36,404;;67,632;;0,37719;E;6,10;;1001,7;;87,9;;0;;
15.01.2019;18:00;17,688; ;31,084;;70,440;;0,36401;E;6,30;;1001,4;;87,3;;0;;
15.01.2019;19:00;17,980; ;29,594;;58,661;;0,34994;E;6,40;;1001,3;;88,1;;0;;
15.01.2019;20:00;18,350; ;28,583;;49,451;;0,33430;E;5,85;;1001,5;;95,3;;0;;
15.01.2019;21:00;18,767; ;25,904;;46,654;;0,31913;E;5,97;;1001,6;;93,0;;3;;
15.01.2019;22:00;19,109; ;23,950;;37,868;;0,31289;E;5,93;;1001,7;;94,0;;9;;
15.01.2019;23:00;19,297; ;21,624;;33,903;;0,30284;E;5,90;;1001,8;;95,2;;0;;
16.01.2019;00:00;19,342; ;17,302;;24,011;;0,28969;E;6,30;;1001,8;;91,8;;0;;
16.01.2019;01:00;19,301; ;14,221;;17,678;;0,29127;E;6,54;;1001,8;;90,5;;0;;
16.01.2019;02:00;19,347; ;12,718;;15,000;;0,28470;E;6,30;;1001,8;;92,6;;4;;
16.01.2019;03:00;19,710; ;;*;;*;0,27640;E;6,24;;1001,8;;90,9;;13;;
16.01.2019;04:00;19,982; ;13,196;;16,660;;0,26974;E;6,01;;1001,7;;91,1;;13;;
16.01.2019;05:00;20,070; ;13,048;;18,043;;0,26275;E;6,14;;1001,2;;87,9;;0;;
16.01.2019;06:00;20,147; ;15,052;;36,670;;0,26364;E;6,33;;1000,7;;87,2;;0;;
16.01.2019;07:00;20,128; ;26,816;;65,277;;0,27131;E;6,56;;1000,1;;86,7;;0;;
16.01.2019;08:00;20,023; ;41,804;;115,215;;0,30522;E;6,83;;999,8;;85,5;;0;;
16.01.2019;09:00;19,975; ;43,074;;102,919;;0,31902;E;6,97;;999,8;;84,6;;0;;
16.01.2019;10:00;19,576; ;43,222;;113,045;;0,34247;E;7,10;;999,9;;82,8;;0;;
16.01.2019;11:00;18,971; ;;*;;*;0,35917;E;7,28;;999,7;;81,6;;0;;
16.01.2019;12:00;18,283; ;;*;;*;0,37808;E;7,43;;999,1;;81,5;;0;;
16.01.2019;13:00;17,363; ;;*;;*;0,39813;E;7,73;;998,3;;79,9;;0;;
16.01.2019;14:00;16,512; ;39,312;;103,381;;0,40820;E;7,39;;997,6;;81,5;;0;;
16.01.2019;15:00;15,890; ;43,197;;102,058;;0,40971;E;7,26;;997,0;;80,3;;0;;
16.01.2019;16:00;15,542; ;41,446;;119,040;;0,40301;E;6,98;;996,5;;78,7;;0;;
16.01.2019;17:00;15,460; ;33,175;;87,518;;0,42211;E;6,40;;996,0;;77,9;;0;;
16.01.2019;18:00;15,430; ;36,109;;93,791;;0,40771;E;5,88;;995,6;;76,1;;0;;
16.01.2019;19:00;15,273; ;38,168;;91,843;;0,39720;E;5,62;;995,2;;73,8;;0;;
16.01.2019;20:00;14,978; ;27,600;;58,548;;0,40069;E;5,20;;994,3;;74,3;;0;;
16.01.2019;21:00;14,644; ;26,861;;54,819;;0,39914;E;4,81;;993,9;;75,7;;0;;
16.01.2019;22:00;14,322; ;21,052;;44,132;;0,40540;E;4,76;;993,2;;76,4;;0;;
16.01.2019;23:00;14,220; ;24,382;;43,757;;0,42058;E;4,73;;992,2;;77,2;;0;;
17.01.2019;00:00;14,324; ;22,318;;36,434;;0,41808;E;4,87;;991,4;;76,8;;0;;
17.01.2019;01:00;14,378; ;16,285;;22,414;;0,38035;E;4,66;;990,9;;77,4;;0;;
17.01.2019;02:00;14,228; ;13,298;;18,178;;0,37497;E;4,75;;990,2;;76,2;;0;;
17.01.2019;03:00;13,754; ;11,333;;15,528;;0,37384;E;4,72;;989,8;;81,1;;17;;
17.01.2019;04:00;13,318; ;8,455;;12,198;;0,36281;E;4,79;;989,8;;83,7;;0;;
17.01.2019;05:00;13,043; ;10,300;;17,823;;0,36111;E;4,79;;989,9;;88,2;;45;;
17.01.2019;06:00;12,676; ;19,731;;42,133;;0,36449;E;4,75;;990,2;;91,8;;50;;
17.01.2019;07:00;12,376; ;24,400;;72,203;;0,37755;E;4,75;;990,5;;91,1;;10;;
17.01.2019;08:00;12,215; ;39,544;;122,510;;0,41571;E;4,77;;990,7;;88,1;;0;;
17.01.2019;09:00;12,090; ;50,706;;144,621;;0,47061;E;4,83;;991,0;;86,3;;0;;
17.01.2019;10:00;12,155; ;61,925;;172,021;;0,53311;E;4,87;;991,3;;84,5;;0;;
17.01.2019;11:00;12,299; ;51,267;;153,872;;0,56145;E;5,50;;991,5;;81,0;;0;;
17.01.2019;12:00;12,449; ;34,376;;109,687;;0,58416;E;6,07;;991,1;;74,1;;0;;
17.01.2019;13:00;12,653; ;38,934;;111,333;;0,57971;E;6,25;;990,4;;70,8;;0;;
17.01.2019;14:00;12,851; ;32,044;;86,534;;0,59513;E;6,46;;989,8;;66,8;;0;;
17.01.2019;15:00;13,075; ;46,220;;123,140;;0,60194; ;6,41;;989,3;;69,7;;9;;
17.01.2019;16:00;13,039; ;40,440;;92,652;;0,59415;E;3,82;;989,7;;88,6;;59;;
17.01.2019;17:00;12,719; ;61,133;;150,723;;0,58598;E;2,81;;990,0;;94,9;;43;;
17.01.2019;18:00;12,309; ;40,799;;94,009;;0,56075;E;2,77;;991,0;;95,7;;45;;
17.01.2019;19:00;12,075; ;33,326;;70,285;;0,55374;E;2,80;;991,9;;96,4;;41;;
17.01.2019;20:00;11,780; ;24,775;;56,392;;0,55149;E;2,74;;992,9;;93,2;;3;;
17.01.2019;21:00;11,531; ;22,221;;49,833;;0,53354;E;2,15;;994,0;;91,3;;0;;
17.01.2019;22:00;11,324; ;15,823;;30,562;;0,50549;E;2,15;;994,9;;87,8;;0;;
17.01.2019;23:00;10,884; ;;*;;*;0,47588;E;1,97;;995,7;;87,9;;0;;
18.01.2019;00:00;10,392; ;12,701;;20,074;;0,43108;E;1,67;;997,0;;89,6;;9;;
18.01.2019;01:00;9,985; ;9,490;;13,145;;0,37137;E;1,78;;997,9;;84,2;;5;;
18.01.2019;02:00;9,426; ;13,056;;18,814;;0,32512;E;0,42;;999,4;;97,4;;50;;
18.01.2019;03:00;8,948; ;14,366;;18,975;;0,27736;E;0,07;;1001,0;;99,2;;19;;
18.01.2019;04:00;8,668; ;15,637;;22,035;;0,23687;E;0,00;;1002,5;;91,6;;0;;
18.01.2019;05:00;8,455; ;19,728;;32,280;;0,20090;E;-0,61;;1003,9;;88,8;;0;;
18.01.2019;06:00;8,409; ;35,134;;69,066;;0,18658;E;-0,89;;1005,0;;88,6;;0;;
18.01.2019;07:00;8,545; ;45,097;;133,561;;0,19348;E;-1,02;;1006,1;;88,7;;0;;
18.01.2019;08:00;8,900; ;68,412;;214,459;;0,24636;E;-1,00;;1006,9;;90,7;;0;;
